,gsId,name,type,gradeRange,enrollment,city,state,address,phone,fax,website,ncesId,lat,lon,overviewLink,ratingsLink,reviewsLink,schoolStatsLink,parentRating,districtId,district,districtNCESId,gsRating
176,12099,Kipp Austin Collegiate,charter,9-12,566,Austin,TX,"8509 Farm to Market 969, 
Austin, TX  78724",(512) 637-6870,(512) 637-6899,www.kippaustin.org,480026411782,30.27235,-97.638405,https://www.greatschools.org/texas/austin/12099-Kipp-Austin-Collegiate/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=12099&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=12099&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/12099,4,1322,KIPP Austin Public Schools Inc,4800264,6
177,20400,Kipp Austin Comunidad,charter,PK-4,603,Austin,TX,"8509 Farm to Market 969, 
Austin, TX  78724",(512) 501-3643,(512) 637-6899,www.kippaustin.org,480026412553,30.27235,-97.638405,https://www.greatschools.org/texas/austin/20400-Kipp-Austin-Comunidad/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=20400&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=20400&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/20400,5,1322,KIPP Austin Public Schools Inc,4800264,4
178,20401,Kipp Austin Connections Elementary School,charter,PK-4,482,Austin,TX,"8509 Farm to Market 969, 
Austin, TX  78724",(512) 501-3643,(512) 672-6228,www.kippaustin.org,480026412559,30.27235,-97.638405,https://www.greatschools.org/texas/austin/20401-Kipp-Austin-Connections-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=20401&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=20401&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/20401,,1322,KIPP Austin Public Schools Inc,4800264,3
179,20399,Kipp Austin Vista Middle Schools,charter,5-8,337,Austin,TX,"8509 Farm to Market 969, 
Austin, TX  78724",(512) 501-3643,(512) 672-6228,,,30.27235,-97.638405,https://www.greatschools.org/texas/austin/20399-Kipp-Austin-Vista-Middle-Schools/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=20399&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=20399&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/20399,,1322,KIPP Austin Public Schools Inc,4800264,4
180,7627,Kirby Hall School,private,PK-12,86,Austin,TX,"306 W 29th St, 
Austin, TX  78705",(512) 474-1770,(512) 474-1117,http://www.kirbyhallschool.org/,01635007,30.294388,-97.74036,https://www.greatschools.org/texas/austin/7627-Kirby-Hall-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=7627&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=7627&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/7627,4,,,,
181,24837,Ko School + Incubator,private,6-12,44,Austin,TX,"1701 Toomey Road, 
Austin, TX  78704",(512) 766-5385,,www.koschool.org,,30.264433,-97.76164,https://www.greatschools.org/texas/austin/24837-Ko-School-+-Incubator/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=24837&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=24837&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/24837,,,,,
182,610,Kocurek Elementary School,public,PK-5,544,Austin,TX,"9800 Curlew Drive, 
Austin, TX  78748",(512) 414-2547,(512) 282-7824,www.kocurekelementary.com,480894006212,30.177746,-97.83525,https://www.greatschools.org/texas/austin/610-Kocurek-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=610&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=610&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/610,4,115,Austin Independent School District,4808940,4
183,25584,Kozmetsky At Rathgeber Village,charter,7-12,,Austin,TX,"4800 Manor Road, 
Austin, TX  78723",(512) 791-2270,(512) 232-9177,www.utcharter.org,,30.296387,-97.68996,https://www.greatschools.org/texas/austin/25584-Kozmetsky-At-Rathgeber-Village/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=25584&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=25584&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/25584,,70,University Of Texas University Charter School,4800071,
184,4147,Lago Vista Elementary School,public,PK-3,526,Austin,TX,"P O Box 4929, 
Austin, TX  78734",(512) 267-8300 x4500,(512) 267-8362,www.lagovistaisd.net,482640002972,30.385658,-97.95364,https://www.greatschools.org/texas/austin/4147-Lago-Vista-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=4147&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=4147&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/4147,4,581,Lago Vista Independent School District,4826400,7
185,4148,Lago Vista High School,public,9-12,442,Austin,TX,"P O Box 4929, 
Austin, TX  78734",(512) 267-8300 x2500,(512) 267-8330,www.lagovistaisd.net,482640002973,30.385658,-97.95364,https://www.greatschools.org/texas/austin/4148-Lago-Vista-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=4148&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=4148&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/4148,3,581,Lago Vista Independent School District,4826400,6
186,4149,Lago Vista Middle School,public,6-8,425,Austin,TX,"P O Box 4929, 
Austin, TX  78734",(512) 267-8300 x3500,(512) 267-8329,www.lagovistaisd.net,482640007469,30.385658,-97.95364,https://www.greatschools.org/texas/austin/4149-Lago-Vista-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=4149&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=4149&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/4149,3,581,Lago Vista Independent School District,4826400,5
187,9933,Lake Pointe Elementary School,public,PK-5,676,Austin,TX,"3322 Ranch Road 620 South, 
Austin, TX  78738",(512) 533-6500,(512) 533-6003,,482647009414,30.327839,-97.96536,https://www.greatschools.org/texas/austin/9933-Lake-Pointe-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=9933&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=9933&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/9933,4,583,Lake Travis Independent School District,4826470,10
188,4157,Lake Travis Elementary School,public,PK-5,888,Austin,TX,"3322 Ranch Road 620 South, 
Austin, TX  78738",(512) 533-6300,(512) 533-6301,,482647005762,30.327839,-97.96536,https://www.greatschools.org/texas/austin/4157-Lake-Travis-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=4157&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=4157&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/4157,4,583,Lake Travis Independent School District,4826470,8
189,4158,Lake Travis High School,public,9-12,2561,Austin,TX,"3324 Ranch Road 620 South, 
Austin, TX  78738",(512) 533-6100,(512) 533-6102,http://www.ltisdschools.org/lths,482647005763,30.324848,-97.96807,https://www.greatschools.org/texas/austin/4158-Lake-Travis-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=4158&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=4158&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/4158,3,583,Lake Travis Independent School District,4826470,9
190,24753,Lake Travis STEM Academy,private,K-12,30,Austin,TX,"3315 El Salido Pkwy, 
Austin, TX  78726",(512) 784-7082,,https://www.ltstemacademy.org,,30.360304,-97.69251,https://www.greatschools.org/texas/austin/24753-Lake-Travis-STEM-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=24753&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=24753&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/24753,5,,,,
191,4156,Lakeway Elementary School,public,PK-5,701,Austin,TX,"3322 Ranch Road 620 South, 
Austin, TX  78738",(512) 533-6350,(512) 533-6351,,482647002520,30.327839,-97.96536,https://www.greatschools.org/texas/austin/4156-Lakeway-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=4156&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=4156&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/4156,5,583,Lake Travis Independent School District,4826470,9
192,553,Lamar Middle School,public,6-8,895,Austin,TX,"6201 Wynona Avenue, 
Austin, TX  78757",(512) 414-3217,(512) 467-6862,http://lamarmiddleschool.org/,480894000326,30.337774,-97.74058,https://www.greatschools.org/texas/austin/553-Lamar-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=553&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=553&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/553,4,115,Austin Independent School District,4808940,7
193,600,Langford Elementary School,public,PK-5,741,Austin,TX,"2206 Blue Meadow Drive, 
Austin, TX  78744",(512) 414-1765,(512) 447-4808,http://www.austinisd.org/,480894005398,30.182083,-97.76337,https://www.greatschools.org/texas/austin/600-Langford-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=600&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=600&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/600,3,115,Austin Independent School District,4808940,5
194,554,Lanier High School,public,9-12,1619,Austin,TX,"1201 Payton Gin Road, 
Austin, TX  78758",(512) 414-2514,(512) 832-1203,http://www.laniervikings.org/,480894000327,30.360209,-97.70832,https://www.greatschools.org/texas/austin/554-Lanier-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=554&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=554&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/554,4,115,Austin Independent School District,4808940,3
195,12101,Lasa High School,public,9-12,1002,Austin,TX,"7309 Lazy Creek Drive, 
Austin, TX  78724",(512) 414-2589,(512) 929-3955,,480894011930,30.313496,-97.65667,https://www.greatschools.org/texas/austin/12101-Lasa-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=12101&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=12101&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/12101,4,115,Austin Independent School District,4808940,10
196,9128,Laura Welch Bush Elementary School,public,PK-5,862,Austin,TX,"12600 Country Trails Lane, 
Austin, TX  78732",(512) 570-6100,(512) 570-6100,,482703009440,30.366116,-97.89997,https://www.greatschools.org/texas/austin/9128-Laura-Welch-Bush-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=9128&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=9128&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/9128,4,596,Leander Independent School District,4827030,10
197,5887,Laurel Mountain Elementary School,public,PK-5,778,Austin,TX,"10111 D-K Ranch Road, 
Austin, TX  78759",(512) 464-4300,(512) 464-4390,schools.roundrockisd.org/laurelmountain/,483808006167,30.413939,-97.78091,https://www.greatschools.org/texas/austin/5887-Laurel-Mountain-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=5887&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=5887&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/5887,4,870,Round Rock Independent School District,4838080,10
198,12100,Lbj High School,public,9-12,853,Austin,TX,"7309 Lazy Creek Drive, 
Austin, TX  78724",(512) 414-2543,(512) 414-7076,,480894011844,30.313496,-97.65667,https://www.greatschools.org/texas/austin/12100-Lbj-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=12100&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=12100&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/12100,4,115,Austin Independent School District,4808940,2
199,616,Leadership Academy,public,6-12,39,Austin,TX,"2515 South Congress Avenue, 
Austin, TX  78704",(512) 854-7077,(512) 476-2809,http://www.greatschools.org/texas/austin/616-Leadership-Academy/,480894007137,30.235638,-97.75366,https://www.greatschools.org/texas/austin/616-Leadership-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=616&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=616&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/616,,115,Austin Independent School District,4808940,
200,555,Lee Elementary School,public,PK-6,390,Austin,TX,"3308 Hampton Road, 
Austin, TX  78705",(512) 414-2098,(512) 478-4463,http://www.lee-elementary.org/,480894000328,30.29305,-97.72763,https://www.greatschools.org/texas/austin/555-Lee-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=555&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=555&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/555,4,115,Austin Independent School District,4808940,8
201,556,Linder Elementary School,public,1-5,412,Austin,TX,"2800 Metcalfe Road, 
Austin, TX  78741",(512) 414-2398,(512) 447-3222,,480894000329,30.224209,-97.73794,https://www.greatschools.org/texas/austin/556-Linder-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=556&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=556&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/556,3,115,Austin Independent School District,4808940,3
202,5892,Live Oak Elementary School,public,PK-5,540,Austin,TX,"8607 Anderson Mill Road, 
Austin, TX  78729",(512) 428-3800,(512) 428-3890,schools.roundrockisd.org/liveoak/,483808006470,30.45348,-97.771126,https://www.greatschools.org/texas/austin/5892-Live-Oak-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=5892&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=5892&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/5892,4,870,Round Rock Independent School District,4838080,6
203,24804,Long-View Micro-School,private,2-5,37,Austin,TX,"1201 West 24th Street, 
Austin, TX  78705",(512) 988-9887,,www.long-view.com,,30.288166,-97.75077,https://www.greatschools.org/texas/austin/24804-Long-View-Micro-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=24804&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=24804&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/24804,,,,,
204,25022,Magnolia Montessori For All,charter,PK-8,475,Austin,TX,"5100 Pecan Brook Drive, 
Austin, TX  78724",(512) 522-2429,(512) 522-2429,http://magnolia.montessoriforall.org/,,30.317167,-97.65826,https://www.greatschools.org/texas/austin/25022-Magnolia-Montessori-For-All/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=25022&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=25022&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/25022,,1439,Montessori For All,4801442,3
205,557,Maplewood Elementary School,public,PK-6,480,Austin,TX,"3808 Maplewood Avenue, 
Austin, TX  78722",(512) 414-4402,(512) 472-8559,www.maplewoodelementary.com,480894000330,30.293337,-97.714905,https://www.greatschools.org/texas/austin/557-Maplewood-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=557&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=557&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/557,5,115,Austin Independent School District,4808940,4
206,7749,Maranatha Christian Academy,private,K-10,,Austin,TX,"8210 S 1st Street, 
Austin, TX  78748",(512) 282-4263,,,02062768,30.18099,-97.795044,https://www.greatschools.org/texas/austin/7749-Maranatha-Christian-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=7749&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=7749&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/7749,5,,,,
207,558,Martin Middle School,public,6-8,555,Austin,TX,"1601 Haskell Street, 
Austin, TX  78702",(512) 414-3243,(512) 320-0125,,480894000331,30.253086,-97.72987,https://www.greatschools.org/texas/austin/558-Martin-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=558&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=558&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/558,3,115,Austin Independent School District,4808940,1
208,559,Mathews Elementary School,public,PK-6,410,Austin,TX,"906 West Lynn Street, 
Austin, TX  78703",(512) 414-4406,(512) 476-2108,https://www.mathews360.com/,480894000332,30.278215,-97.760796,https://www.greatschools.org/texas/austin/559-Mathews-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=559&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=559&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/559,5,115,Austin Independent School District,4808940,8
209,9148,Mcbee Elementary School,public,PK-5,531,Austin,TX,"1101 West Braker Lane, 
Austin, TX  78758",(512) 841-2500,(512) 841-2333,,480894008939,30.38325,-97.69106,https://www.greatschools.org/texas/austin/9148-Mcbee-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=9148&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=9148&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/9148,3,115,Austin Independent School District,4808940,7
210,560,Mccallum High School,public,9-12,1648,Austin,TX,"5600 Sunshine Drive, 
Austin, TX  78756",(512) 414-2519,(512) 453-2599,http://www.austinschools.org/mccallum,480894000333,30.327484,-97.72887,https://www.greatschools.org/texas/austin/560-Mccallum-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=560&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=560&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/560,4,115,Austin Independent School District,4808940,7
211,5891,Mcneil High School,public,9-12,2546,Austin,TX,"5720 McNeil Drive, 
Austin, TX  78729",(512) 464-6300,(512) 464-6550,schools.roundrockisd.org/mcneil/,483808006469,30.448587,-97.73333,https://www.greatschools.org/texas/austin/5891-Mcneil-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=5891&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=5891&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/5891,4,870,Round Rock Independent School District,4838080,7
212,607,Mendez Middle School,public,6-8,842,Austin,TX,"5106 Village Square Drive, 
Austin, TX  78744",(512) 414-3284,(512) 442-5738,,480894006209,30.188675,-97.74306,https://www.greatschools.org/texas/austin/607-Mendez-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=607&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=607&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/607,4,115,Austin Independent School District,4808940,1
213,562,Metz Elementary School,public,PK-5,305,Austin,TX,"84 Robert Martinez Junior Street, 
Austin, TX  78702",(512) 414-4408,(512) 472-3412,http://www.metzelem.tx.aie.schoolinsites.com/,480894000335,30.254284,-97.721725,https://www.greatschools.org/texas/austin/562-Metz-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=562&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=562&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/562,5,115,Austin Independent School District,4808940,3
214,620,Mills Elementary School,public,PK-5,802,Austin,TX,"6201 Davis Lane, 
Austin, TX  78749",(512) 841-2400,(512) 841-2490,http://www.millspta.org/,480894008062,30.210917,-97.8782,https://www.greatschools.org/texas/austin/620-Mills-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=620&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=620&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/620,4,115,Austin Independent School District,4808940,9
215,21331,Mr Darcy's Class,private,1-6,12,Austin,TX,"8805 Tara Lane, 
Austin, TX  78737",(512) 288-3926,,mrdarcysclass.com,,30.232285,-97.91796,https://www.greatschools.org/texas/austin/21331-Mr-Darcy's-Class/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=21331&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=21331&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/21331,5,,,,
216,563,Murchison Middle School,public,6-8,1363,Austin,TX,"3700 North Hills Drive, 
Austin, TX  78731",(512) 414-3254,(512) 343-1710,http://www.murchisonmatadors.org/,480894000336,30.353977,-97.75872,https://www.greatschools.org/texas/austin/563-Murchison-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=563&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=563&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/563,4,115,Austin Independent School District,4808940,7
217,5873,Noel Grisham Middle School,public,6-8,658,Austin,TX,"10805 School House Lane, 
Austin, TX  78750",(512) 428-2650,(512) 428-2790,schools.roundrockisd.org/grisham/,483808004251,30.457403,-97.80668,https://www.greatschools.org/texas/austin/5873-Noel-Grisham-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=5873&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=5873&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/5873,3,870,Round Rock Independent School District,4838080,7
218,564,Norman Elementary School,public,PK-6,299,Austin,TX,"4001 Tannehill Lane, 
Austin, TX  78721",(512) 414-2347,(512) 926-6321,,480894000337,30.278324,-97.67397,https://www.greatschools.org/texas/austin/564-Norman-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=564&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=564&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/564,3,115,Austin Independent School District,4808940,6
219,5412,Northwest Elementary School,public,PK-5,562,Austin,TX,"14014 Thermal Drive, 
Austin, TX  78728",(512) 594-4400,(512) 594-4405,http://www.pfisd.net/Domain/24,483483006310,30.431906,-97.67626,https://www.greatschools.org/texas/austin/5412-Northwest-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=5412&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=5412&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/5412,5,793,Pflugerville Independent School District,4834830,3
220,9147,Nyos - Magnolia Mccullough Campus,charter,PK-3,325,Austin,TX,"1605 Kramer Lane, 
Austin, TX  78758",(512) 275-1593,(512) 287-5258,www.nyos.org,480005809070,30.38466,-97.70277,https://www.greatschools.org/texas/austin/9147-Nyos---Magnolia-Mccullough-Campus/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=9147&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=9147&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/9147,4,57,Nyos Charter School,4800058,8
221,93,Nyos Charter School,charter,4-12,597,Austin,TX,"12301 North Lamar Boulevard, 
Austin, TX  78753",(512) 583-6967,(512) 583-6973,www.nyos.org,480005808056,30.402246,-97.67847,https://www.greatschools.org/texas/austin/93-Nyos-Charter-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=93&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=93&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/93,4,57,Nyos Charter School,4800058,8
222,565,O Henry Middle School,public,6-8,891,Austin,TX,"2610 West 10th Street, 
Austin, TX  78703",(512) 414-3229,(512) 477-7428,http://ohenrypta.org/,480894000338,30.285492,-97.77376,https://www.greatschools.org/texas/austin/565-O-Henry-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=565&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=565&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/565,4,115,Austin Independent School District,4808940,6
223,566,Oak Hill Elementary School,public,PK-5,871,Austin,TX,"6101 Patton Ranch Road, 
Austin, TX  78735",(512) 414-2336,(512) 892-2279,www.oakhillelementary.org,480894000339,30.237991,-97.858765,https://www.greatschools.org/texas/austin/566-Oak-Hill-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=566&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=566&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/566,4,115,Austin Independent School District,4808940,6
224,567,Oak Springs Elementary School,public,PK-5,306,Austin,TX,"3601 Webberville Road, 
Austin, TX  78702",(512) 414-4413,(512) 472-5005,,480894000340,30.271786,-97.70484,https://www.greatschools.org/texas/austin/567-Oak-Springs-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=567&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=567&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/567,5,115,Austin Independent School District,4808940,3
225,19725,Oakmont School,private,K-12,,Austin,TX,"1510 Morrow St, 
Austin, TX  78757",(512) 420-9300,,,A0702253,30.34799,-97.724556,https://www.greatschools.org/texas/austin/19725-Oakmont-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=19725&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=19725&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/19725,,,,,
226,568,Odom Elementary School,public,PK-5,546,Austin,TX,"1010 Turtle Creek Boulevard, 
Austin, TX  78745",(512) 414-2388,(512) 443-6170,,480894000341,30.20562,-97.78878,https://www.greatschools.org/texas/austin/568-Odom-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=568&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=568&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/568,3,115,Austin Independent School District,4808940,6
227,11858,Odyssey School,private,5-12,40,Austin,TX,"4407 Red River Street, 
Austin, TX  78751",(512) 472-2262,(512) 236-9385,http://www.odysseyschool.com,A0503453,30.304052,-97.71981,https://www.greatschools.org/texas/austin/11858-Odyssey-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=11858&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=11858&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/11858,3,,,,
